59.9134523, 10.738421
59.9138042, 10.7388163
59.9149222, 10.7400634
59.9146966, 10.7407843
59.9144419, 10.7414947
59.9140357, 10.7426391
59.9133988, 10.7443884
59.9132268, 10.7448416
59.9131326, 10.7447931
59.9127156, 10.7443617
59.9114586, 10.7431288
59.9108368, 10.7425069
59.9104893, 10.7439568
59.9100052, 10.745901
59.9097675, 10.7469117
59.9095243, 10.7478381
59.9092796, 10.7488015
59.9099139, 10.7494186
59.909601, 10.7505298
59.9094804, 10.7506508
59.9089784, 10.7528424
59.908834, 10.7534589
59.9084701, 10.754917
59.9082971, 10.7556391
59.9082407, 10.7558682
59.9081694, 10.756155
59.9081533, 10.7562213
59.9079496, 10.757055
59.9075556, 10.7586771
59.9074109, 10.7592762
59.9072364, 10.759981
59.9071055, 10.7605374
59.9069224, 10.7612947
59.9067839, 10.7618594
59.9067278, 10.7620927
59.9066855, 10.7622775
59.906474, 10.7632888
59.9064223, 10.7633785
59.9057749, 10.7662354
59.9057958, 10.7672113
59.9057151, 10.7676739
59.905484, 10.7689911
59.9052548, 10.7694586
59.9049845, 10.7704999
59.9048692, 10.7709469
59.9048408, 10.7710898
59.9047462, 10.7715973
59.9039468, 10.7745609
59.9035293, 10.7765547
59.903152, 10.7798892
59.9031146, 10.7800065
59.9030932, 10.7804848
59.9030561, 10.7805965
59.90299, 10.780882
59.9028552, 10.7815469
59.9027118, 10.7822059
59.9025546, 10.7825367
59.902528, 10.7825493
59.9024385, 10.7825124
59.9012586, 10.7834277
59.8982619, 10.8036923
59.8957885, 10.8044885
59.8955249, 10.8044654
59.8951198, 10.8043626
59.8950897, 10.8042991
59.8949547, 10.8042207
59.8948715, 10.8042861
59.8943204, 10.8039834
59.8929983, 10.8039226
59.8924998, 10.8040363
59.8890086, 10.8059654
59.8887889, 10.806185
59.887823, 10.8073614
59.8828151, 10.8151641
59.8817424, 10.8159465
59.8750475, 10.8235896
59.8743029, 10.8241607
59.8639265, 10.8306443
59.8626871, 10.8306474
59.8615053, 10.8306583
59.8524764, 10.8340213
59.8514443, 10.8345974
59.8513195, 10.8346745
59.850612, 10.8351468
59.8503014, 10.8353538
59.8499625, 10.8355831
59.8497802, 10.8357071
59.8489682, 10.8361691
59.8452547, 10.8371362
59.8450685, 10.8371982
59.8414335, 10.8387694
59.8407313, 10.8391198
59.8406212, 10.8391733
59.8388469, 10.839694
59.837675, 10.8395515
59.8373375, 10.8394866
59.8358168, 10.8394521
59.8338857, 10.8400248
59.8207924, 10.8465121
59.8189826, 10.8467941
59.8081767, 10.8412045
59.8024535, 10.8427612
59.7975652, 10.8427734
59.7969812, 10.8426457
59.7964961, 10.8425175
59.7962679, 10.8424486
59.7942667, 10.8416442
59.7935332, 10.8412834
59.7922164, 10.8406455
59.7895586, 10.8395643
59.7888405, 10.8393965
59.7878721, 10.8391649
59.7862156, 10.8389807
59.7843031, 10.838935
59.7836895, 10.8389204
59.7821136, 10.8389651
59.7763028, 10.8382729
59.7747177, 10.8368822
59.7733127, 10.8347666
59.7724711, 10.8331074
59.772089, 10.8323387
59.7522019, 10.7844017
59.7510283, 10.7838205
59.7446851, 10.782276
59.7407304, 10.7792367
59.7391807, 10.7764837
